Nome,Razão Social,Codigo,Setor,Segmento
FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I,FII ROOFTOPI,ROOF,Fundo Misto,Fundo de Desenvolvimento
G5 CIDADE NOVA FDO. INVEST. IMOB.,FII TOUR V,TCIN,Fundo de Papel,Fundo de Fundos
GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS - FDO. INV. IMOB,FII GLPG CRI,GCRI,Fundo de Papel,Papéis
GALAPAGOS SPECIAL OPORTUNITIES FII,FII GALAP SP,GCOI,Fundo Misto,Indefinido
GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII GAZIT,GZIT,Fundo Misto,Indefinido
GENERAL SHOP E OUTLETS DO BRASIL FDO INV IMOB - FI,FII GENERAL,GSFI,Fundo de Tijolo,Shoppings
"GENERAL SHOPPING ATIVO E RENDA FUNDO DE INV, IMOB.",FII GEN SHOP,FIGS,Fundo de Tijolo,Shoppings
GENESIS MULTIESTRATÉGIA FDO INV. IMOB.,FII VX XVI,VXXV,Fundo Misto,Fundo de Desenvolvimento
GENIAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII PLURAL L,GLOG,Fundo de Tijolo,Imóveis Industriais e Logísticos
GENIAL MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII MALLS BP,MALL,Fundo de Tijolo,Shoppings
GGR COVEPI RENDA FDO INV IMOB RESPONSAB LTDA,FII GGRCOVEP,GGRC,Fundo de Tijolo,Imóveis Industriais e Logísticos
GRUPO RCFA FDO INV IMOB,FII GP RCFA,RCFA,Fundo Misto,Fundo de Desenvolvimento
HABITAT RECEBÍVEIS PULVERIZADOS - FII,FII HABIT II,HABT,Fundo de Papel,Papéis
HAZ FDO INV IMOB - FII,FII HAZ,ATCR,Fundo de Tijolo,Lajes Corporativas
HECTARE CE - FDO INV IMOB,FII HECTARE,HCTR,Fundo de Papel,Papéis
HECTARE DESENV. STUDENT HOUSING - FDO. INV. IMOB.,FII HECT DES,HCST,Fundo Misto,Fundo de Desenvolvimento
HECTARE RECEBÍVEIS HIGH GRADE FDO. INV. IMOB.,FII HECT CRI,HCHG,Fundo de Papel,Papéis
HEDGE AAA FDO. INV. IMOB.,FII HEDGEAAA,HAAA,Fundo de Tijolo,Lajes Corporativas
HEDGE ATRIUM SHOPPING SANTO ANDRE FDO INV IMOB,FII HATRIUM,ATSA,Fundo de Tijolo,Shoppings
HEDGE BRASIL LOGÍSTICO IND FUND INV IMOB RESP LIM,FII HGBL,HGBL,Fundo Misto,Misto
HEDGE BRASIL SHOPPING FDO INV IMOB,FII HEDGEBS,HGBS,Fundo de Tijolo,Shoppings
HEDGE DESENVOLVIMENTO LOGÍSTICO FDO INV IMOB,FII HEDGE DV,HDEL,Fundo de Tijolo,Imóveis Industriais e Logísticos
HEDGE FLORIPA SHOPPING FUNDO INV IMOBI,FII FLORIPA,FLRP,Fundo de Tijolo,Shoppings
HEDGE LOGÍSTICA FDO. INV. IMOB.,FII HEDGELOG,HLOG,Fundo de Tijolo,Imóveis Industriais e Logísticos
HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB.,FII HOFFICEI,HOFC,Fundo de Tijolo,Lajes Corporativas
HEDGE PALADIN DESIGN OFFICES FDO INV IMOB,FII HEDGE OF,HDOF,Fundo Misto,Fundo de Desenvolvimento
HEDGE REALTY DEVELOPMENT FDO INV IMOB,FII HREALTY,HRDF,Fundo Misto,Fundo de Desenvolvimento
HEDGE RECEBIVEIS IMOB. FUNDO DE INVST. IMOB.,FII HEDGEREC,HREC,Fundo de Papel,Papéis
HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII HEDGE SD,SEED,Fundo Misto,Indefinido
HEDGE SHOPPING PARQUE DOM PEDRO FDO. DE INV. IMOB.,FII HEDGEPDP,HPDP,Fundo de Tijolo,Shoppings
HEDGE TOP FOFII 3 FDO INV IMOB,FII HTOPFOF3,HFOF,Fundo de Papel,Fundo de Fundos
HEDGE YEES HABITAÇÕES ECON FDO DE INV IMOB RESP L,FII YEES,YEES,Fundo de Papel,Papéis
HGI CRÉDITOS IMOBILIÁRIOS FDO. INV. IMOB.,FII HGI CRI,HGIC,Fundo de Papel,Papéis
HIRE LOG I FDO DE INV IMOB,FII HIRE LOG,HILG,Fundo Misto,Indefinido
HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBI,FII HSI CRI,HSAF,Fundo de Papel,Papéis
HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII HSI LOG,HSLG,Fundo de Tijolo,Imóveis Industriais e Logísticos
HSI MALL FDO INV IMOB,FII HSI MALL,HSML,Fundo de Tijolo,Shoppings
HSI RENDA IMOB FDO INV IMOB,FII HSIRENDA,HSRE,Fundo Misto,Misto
HUSI FDO INV. IMOB.,FII HUSI,HUSI,Fundo de Tijolo,Hospitalar
 ICATU VANGUARDA CRÉDITO IMOB FDO DE INV IMOB LTDA,FII IVCI,IVCI,Fundo de Papel,Papéis
ÍCONE - FUNDO DE INVEST IMOB RES LIMITADA,FII ICNE,ICNE,Fundo de Tijolo,Imóveis Residenciais
INTER DESENVOLVIMENTO FDO DE INV IMOB,FII INDE,INDE,Fundo de Tijolo,Lajes Corporativas
INTER LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII INTER LG,INLG,Fundo de Tijolo,Imóveis Industriais e Logísticos
INTER RESIDENCE FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII INTER RD,INRD,Fundo Misto,Fundo de Desenvolvimento
INTER TEVA INDICE DE PAPEL FUNDO DE INVESTIMENTO,FII INTER IP,ITIP,Fundo de Papel,Papéis
 INTER TEVA INDICE DE TIJOLO FUNDO DE INVESTIMENTO,FII INTER IT,ITIT,Fundo de Papel,Fundo de Fundos
INVISTA BRAZILIAN BUSINESS PARK FDO DE INV IMOB,FII IBBP,IBBP,Fundo Misto,Indefinido
INVISTA SCJ - FII,FII ISCJ,ISCJ,Fundo de Papel,Papéis
IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII IRIM,IRIM,Fundo Misto,Indefinido
ITAÚ CRÉDITO IMOB IPCA FDO DE INV IMOB,FII CI IPCA,ICRI,Fundo Misto,Misto
ITAÚ TEMPUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII ITAU TEM,TMPS,Fundo de Papel,Fundo de Fundos
ITAÚ TOTAL RETURN FDO DE INV IMOB,FII ITRI,ITRI,Fundo de Tijolo,Shoppings
JACARANDÁ 02 FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,FII JCDB 02,JCDB,Fundo de Tijolo,Imóveis Comerciais - Outros
JACARANDÁ I FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII,FII JCDA I,JCDA,Fundo Misto,Misto
 JASC RENDA VAREJO ESSENCIAL FDO DE INV IMOB - FII,FII JASC REN,JASC,Fundo de Tijolo,Imóveis Comerciais - Outros
JBFO FOF FDO INV. IMOB.,FII JBFO FOF,JBFO,Fundo de Papel,Papéis
JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,FII JFDCAM,VJFD,Fundo de Papel,Papéis
JFL LIVING FDO. INV. IMOB.,FII JFL LIV,JFLL,Fundo de Tijolo,Imóveis Residenciais
JHSF CAPITAL CIDADE JARDIM - FDO DE INV IMOB,FII JHSF CJ,JCCJ,Fundo de Papel,Papéis
JPP CAPITAL FDO INV IMOB - FII,FII JPP CAPI,JPPC,Fundo Misto,Fundo de Desenvolvimento
JPP CAPITAL RECEBIVEIS IMOB. FDO. INVEST. IMOB.,FII JPPA CRI,JPPA,Fundo de Papel,Papéis
JS ATIVOS FINANCEIROS FDO DE INV IMOBILIÁRIO,FII JS A FIN,JSAF,Fundo de Papel,Fundo de Fundos
JS REAL ESTATE MULTIGESTÃO - FII,FII JS REAL,JSRE,Fundo Misto,Misto
JS RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB,FII JSCR,JSCR,Fundo de Papel,Papéis
JT PREV FDO INV IMOB DESENVOLVIMENTO HABITACIONAL,FII JT PREV,JTPR,Fundo Misto,Fundo de Desenvolvimento
KILIMA FIC FDO. IMOB. SUNO 30,FII KILIMA,KISU,Fundo de Papel,Fundo de Fundos
KILIMA VOLKANO RECEBÍVEIS IMOB FDO DE INV IMOB,FII KIVO,KIVO,Fundo de Papel,Papéis
KINEA AQUISIÇÕES RESIDENCIAIS FII RESP LIM,FII KRES,KRES,Fundo Misto,Misto
KINEA CREDITAS FDO DE INV IMOBILIÁRIO - FII,FII KINEA CR,KCRE,Fundo Misto,Indefinido
KINEA FÊNIX FII - RESP LIM,FII KFEN,KFEN,Fundo Misto,Indefinido
KINEA HEDGE FUND FDO DE INV IMOB,FII KINEA HF,KNHF,Fundo Misto,Indefinido
KINEA HIGH YIELD CRI FDO INV IMOB - FII,FII KINEA HY,KNHY,Fundo de Papel,Papéis
KINEA II REAL ESTATE EQUITY FDO INV IMOB,FII KII REAL,KNRE,Fundo Misto,Fundo de Desenvolvimento
KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII,FII KINEA IP,KNIP,Fundo de Papel,Papéis
KINEA OPOR IMOB I FUNDO DE INVEST IMB LTDA,FII KOPI,KOPI,Fundo de Tijolo,Imóveis Industriais e Logísticos
KINEA OPORTUNIDADES REAL ESTATE FDO DE INV IMOB,FII KORE,KORE,Fundo de Tijolo,Lajes Corporativas
KINEA PREMIUM PROPERTIES FDO INV IMOB,FII KINEA PR,KNPR,Fundo Misto,Indefinido
KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII,FII KINEA,KNRI,Fundo Misto,Misto
KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,FII KINEA RI,KNCR,Fundo de Papel,Papéis
KINEA SECURITIES FDO. DE INV. IMOB. - FII,FII KINEA SC,KNSC,Fundo de Papel,Papéis
KINEA UNIQUE HY CDI FUNDO DE INVESTIMENTO IMOB,FII KINEA UN,KNUQ,Fundo Misto,Indefinido
LAGO DA PEDRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII LAGO PDR,LPLP,Fundo Misto,Indefinido
LAV SLDZ DESENVOLVIMENTO IMOB FDO INV IMOB,FII LAV SLDZ,SLDZ,Fundo Misto,Fundo de Desenvolvimento
LCP REAL ESTATE DEVELOPMENT FII RESP LIM,FII LRED,LRED,Fundo Misto,Fundo de Desenvolvimento
 LCP SPECIAL OPPORTUNITIES I FDO INV IMOB RESP,FII LSOI,LSOI,Fundo Misto,Misto
LEGATUS SHOPPINGS FDO. INV. IMOB. - FII,FII LEGATUS,LASC,Fundo de Tijolo,Shoppings
LESTE RIVA EQUITY PREFERENCIAL I FDO. INV. IMOB.,FII LESTE PA,LSPA,Fundo de Papel,Papéis
LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTO IMOB,FII LIFE,LIFE,Fundo de Tijolo,Imóveis Comerciais - Outros
LOFT II FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII LOFT II,LFTT,Fundo de Papel,Papéis
MANATÍ CAPITAL HEDGE FUND FDO INV IMOB,FII MANATI,MANA,Fundo Misto,Indefinido
MARESIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII MMVE OP,MMVE,Fundo Misto,Indefinido
MAUÁ CAPITAL REAL ESTATE FDO DE INV IMOB,FII MAUA RE,MCRE,Fundo de Papel,Papéis
MAXI RENDA FDO INV IMOB - FII,FII MAXI REN,MXRF,Fundo de Papel,Papéis
MÉRITO CEMITÉRIOS FII - FDO DE INV IMOB,FII MCEM,MCEM,Fundo de Tijolo,Shoppings
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII - FII,FII MERITO I,MFII,Fundo Misto,Fundo de Desenvolvimento
MERITO FDO. AÇÕES IMOB. FII - FDO INV. IMOB.,FII MERITOFA,MFAI,Fundo de Papel,Fundo de Fundos
MÉRITO RECEBÍVEIS IMOBILIÁRIOS FII - FDO INV IMOB,FII MERITO R,MFCR,Fundo Misto,Indefinido
MOGNO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO,FII MGRI,MGRI,Fundo Misto,Indefinido
MULTI SHOPPINGS FDO INV IMOB - FII,FII MULTSHOP,SHOP,Fundo de Tijolo,Shoppings
MULTIOFFICES 2 - FDO. INV. IMOB.,FII MULT OF2,MOFF,Fundo de Tijolo,Lajes Corporativas
NAVI CRÉDITO IMOBILIÁRIO - FDO INV IMOB,FII NAVI CRI,NCRI,Fundo de Papel,Papéis
NAVI IMOBILIÁRIO TOTAL RETURN FDO. INVEST. IMOB.,FII NAVI TOT,NAVT,Fundo de Papel,Papéis
NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII NAVI RSD,APTO,Fundo de Tijolo,Imóveis Residenciais
NEWPORT LOGÍSTICA FDO INV. IMOB.,FII NEWPORT,NEWL,Fundo de Tijolo,Imóveis Industriais e Logísticos
NEWPORT RENDA URBANA FDO INV IMOB,FII NEWRU,NEWU,Fundo de Tijolo,Lajes Corporativas
OCTO FDO DE INV IMOB,FII OCTO,OCRE,Fundo de Papel,Papéis
OPEN K ATIVOS E RECEBIVEIS  IMOBILIARIOS - FII,FII ATRIO,ARRI,Fundo de Papel,Papéis
OPPORTUNITY BALASSIANO FDO DE INV IMOB,FII OPPBAL,OBAL,Fundo de Tijolo,Imóveis Residenciais
OURINVEST JPP FDO INV IMOB - FII,FII OURI JPP,OUJP,Fundo de Papel,Papéis
PANORAMA CREDITO RESIDENCIAL  FDO DE INV IMOB,FII PNCR,PNCR,Fundo de Tijolo,Imóveis Residenciais
PANORAMA DESENVOLVIMENTO LOGÍSTICO FDO. INV. IMOB.,FII PANORAMA,PNDL,Fundo Misto,Fundo de Desenvolvimento
PANORAMA PROPERTIES FDO. INVEST. IMOB.,FII PAN PROP,PNPR,Fundo Misto,Fundo de Desenvolvimento
PANORAMA REAL ESTATE CRÉDITO FDO INV IMOB,FII PNRC,PNRC,Fundo Misto,Indefinido
PARAMIS HEDGE FUND FDO DE INV IMOB,FII PMIS,PMIS,Fundo Misto,Misto
PARKING PARTNERS FDO. INVEST. IMOB.,FII PARK PAR,VTVI,Fundo Misto,Indefinido
PARQUE ANHANGUERA FDO. INVEST. IMOB.,FII PARQ ANH,PQAG,Fundo de Tijolo,Imóveis Industriais e Logísticos
PATAGÔNIA CAPITAL MULTIESTRATÉGIA FDO DE INV IMOB,FII PATA,PATA,Fundo Misto,Misto
PÁTRIA EDIFÍCIOS CORPORATIVOS FDO INV IMOB - FII,FII PATRIA,PATC,Fundo Misto,Fundo de Desenvolvimento
PÁTRIA ESCRITÓRIOS - FDO INV IMOB - RESPONSAB LTDA,FII HGRE PAX,HGRE,Fundo de Tijolo,Lajes Corporativas
PÁTRIA IMOBILIÁRIO FOF - FII - RESPONSAB LTDA.,FII HGFF PAX,HGFF,Fundo de Papel,Fundo de Fundos
PÁTRIA LOG - FDO INV IMOB - RESPONSABILIDADE LTDA.,FII HGLG PAX,HGLG,Fundo de Tijolo,Imóveis Industriais e Logísticos
PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII PATLOGIS,PATL,Fundo de Tijolo,Imóveis Industriais e Logísticos
PÁTRIA PRIME OFFICES - FII - RESPONSABILIDADE LTDA,FII HGPO PAX,HGPO,Fundo de Tijolo,Lajes Corporativas
PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII - RESP. LTDA.,FII HGCR PAX,HGCR,Fundo de Papel,Papéis
PÁTRIA RENDA URBANA - FII - RESPONSABILIDADE LTDA.,FII HGRU PAX,HGRU,Fundo Misto,Misto
PERFORMA REAL ESTATE - FDO. INV. IMOB.,FII PERFORMA,PEMA,Fundo de Papel,Papéis
POLO CREDITO IMOBILIARIO- FII,FII POLO CRI,PORD,Fundo de Papel,Papéis
POLO FDO INV IMOB - FII RECEBÍVEIS IMOBILIÁRIOS I,FII POLO I,PLRI,Fundo de Papel,Papéis
PRAIA DO CASTELO FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII PRAIA CS,PCAS,Fundo Misto,Indefinido
PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,FII PRAZO,PRZS,Fundo de Papel,Papéis
PRESIDENTE VARGAS FDO INV IMOB,FII P VARGAS,PRSV,Fundo de Tijolo,Lajes Corporativas
PROLOGIS BRAZIL LOGISTICS VENTURE FDO INV IMOB,FII PROLOGIS,PBLV,Fundo de Tijolo,Imóveis Industriais e Logísticos
QUARTZO REAL ESTATE DEVELOPMENT MULTI FII RESP LIM,FII QTZD,QTZD,Fundo de Tijolo,Imóveis Comerciais - Outros
RAIZZ DESENVOLVIMENTO II FII RESP. LIMITADA,FII RZZI,RZZI,Fundo Misto,Misto
RAIZZ RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOB.,FII RZZR,RZZR,Fundo de Tijolo,Imóveis Industriais e Logísticos
RB CAPITAL DESENV RESID III FDO INV IMOB - FII,FII RBRESID3,RSPD,Fundo Misto,Fundo de Desenvolvimento
RB CAPITAL DESENV. RESID. II FDO INV IMOB - FII,FII RBRESID2,RBDS,Fundo Misto,Fundo de Desenvolvimento
RB CAPITAL DESENV. RESIDENCIAL IV FDO. INV. IMOB.,FII RBRES IV,RBIR,Fundo Misto,Fundo de Desenvolvimento
RB CAPITAL LOGÍSTICO FDO. INV. IMOB.YE,FII RBCAP LG,RBLG,Fundo de Tijolo,Imóveis Industriais e Logísticos
RB CAPITAL RECEBÍVEIS IMOB. FDO. INVEST. IMOB FII,FII RBCAP RI,RRCI,Fundo de Papel,Papéis
RB CAPITAL RENDA II FDO INV IMOB - FII RESP LTDA.,FII RB II,RBRD,Fundo de Tijolo,Varejo
RB CAPITAL TFO SITUS FDO INV IMOB - FII,FII RB TFO,RBTS,Fundo Misto,Fundo de Desenvolvimento
RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FDO INV IMOB,FII RBRALPHA,RBRF,Fundo de Papel,Fundo de Fundos
RBR DESENV COMERCIAL FEEDER FOF FDO INVEST IMOB,FII RBR FEED,RCFF,Fundo de Papel,Fundo de Fundos
RBR DESENVOLVIMENTO COMERCIAL I - FDO DE INV IMOB,FII RDCI,RDCI,Fundo Misto,Indefinido
RBR DESENVOLVIMENTO LOGÍSTICO I - FII RESP LIMITAD,FII RDLI,RDLI,Fundo de Tijolo,Lajes Corporativas
RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII RBR LOG,RBRL,Fundo de Tijolo,Imóveis Industriais e Logísticos
RBR PLUS MULTIESTRATÉGIA REAL ESTATE FII,FII RBR MULT,RBRX,Fundo Misto,Indefinido
RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB,FII RBR PR,RPRI,Fundo de Papel,Papéis
RBR TOP OFFICES FDO DE INV IMOB RESP LIM,FII TOPP,TOPP,Fundo de Tijolo,Imóveis Comerciais - Outros
REAG MULTI ATIVOS IMOBILIÁRIOS - FII,FII REAGMULT,RMAI,Fundo de Tijolo,Lajes Corporativas
REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII REAL INV,RINV,Fundo Misto,Indefinido
REC FDO DE CRI COTAS AMORT FDO DE INV IMOB - R LIM,FII RECD,RECD,Fundo de Papel,Papéis
REC MULTIESTRATÉGIA FDO INV IMOB RESP LIM,FII RECM,RECM,Fundo de Papel,Papéis
RIO BRAVO CREDITO IMOB HIGH GRADE FUND DE INVEST,FII RBCRI IV,RBHG,Fundo de Papel,Papéis
RIO BRAVO CRÉDITO IMOB. HIGH YIELD FDO. INV. IMOB.,FII RB YIELD,RBHY,Fundo de Papel,Papéis
RIO BRAVO CRÉDITO IMOBILIÁRIO II FDO INV IMOB -FII,FII RIOBCRI2,RBVO,Fundo de Papel,Papéis
RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOB,FII RIOB FF,RBFF,Fundo de Papel,Fundo de Fundos
RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FII,FII MERC BR,RBOP,Fundo de Tijolo,Lajes Corporativas
RIO BRAVO RENDA RESIDENCIAL FDO. INVEST. IMOB.,FII RIOB RR,RBRS,Fundo Misto,Fundo de Desenvolvimento
RIZA AKIN FDO. INV. IMOB. FII,FII RIZA AKN,RZAK,Fundo de Papel,Papéis
RIZA ARCTIUM REAL ESTATE FDO INV IMOB,FII ARCTIUM,RZAT,Fundo de Tijolo,Imóveis Industriais e Logísticos
RIZA LECCI FUNDO DE INVESTIMENTO IMOB RESP LIM,FII RZLC,RZLC,Fundo de Papel,Papéis
ROCK - FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII ROCK,RCKF,Fundo Misto,Indefinido
SANTANDER PAPEIS IMOB CDI FDO INV IMOB,FII SANT PAP,SADI,Fundo de Papel,Papéis
SANTANDER PAPÉIS IMOBILIÁRIOS FDO DE INV IMOB,FII SAPI,SAPI,Fundo Misto,Misto
SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.,FII SANT REN,SARE,Fundo Misto,Misto
SAO DOMINGOS FDO INV IMOB - FII,FII DOMINGOS,FISD,Fundo de Papel,Papéis
SEQUOIA III RENDA IMOBILIÁRIA - FDO. INV. IMOB.,FII SEQUOIA,SEQR,Fundo Misto,Misto
SHOPPING WEST PLAZA FDO INV IMOB,FII W PLAZA,WPLZ,Fundo de Tijolo,Shoppings
SINGULARE FDO INV IMOB - FII,FII REIT RIV,REIT,Fundo de Papel,Papéis
SJ AU LOGÍSTICA FDO. INV. IMOB.,FII SJ AU,SJAU,Fundo de Tijolo,Imóveis Industriais e Logísticos
SOLARIUM FII - FDO INV. IMOB.,FII SOLARIUM,SOLR,Fundo de Tijolo,Imóveis Comerciais - Outros
SP DOWNTOWN FDO INV IMOB - FII,FII SP DOWNT,SPTW,Fundo de Tijolo,Lajes Corporativas
SPA FDO INV IMOB - FII,FII SPA,SPAF,Fundo de Tijolo,Shoppings
SPECIALE BLUE REAL ASSET FDO DE INV IMOB,FII SPECIALE,LTMT,Fundo de Tijolo,Imóveis Residenciais
SPECIALE REAL ESTATE DEVELOPMENT FDO DE INV IMOB,FII DVLP,DVLP,Fundo de Tijolo,Lajes Corporativas
SPECIALE REAL ESTATE DEVELOPMENT II FII,FII DVLT,DVLT,Fundo Misto,Fundo de Desenvolvimento
SPECIALE REAL ESTATE FUND OF FUNDS FDO DE INV IMOB,FII PMFO,PMFO,Fundo Misto,Misto
STARX FDO INV IMOB - FII,FII STARX,STRX,Fundo Misto,Fundo de Desenvolvimento
SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,FII SUNOFOFI,SNFF,Fundo de Papel,Fundo de Fundos
SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII SUNO LG,SNLG,Fundo de Tijolo,Imóveis Industriais e Logísticos
SUNO MULTIESTRATÉGIA FDO DE INV IMOB,FII SNME,SNME,Fundo Misto,Indefinido
SUNO RECEBÍVEIS IMOBILIÁRIOS FDO DE INV IMOB,FII SUNO CRI,SNCI,Fundo de Papel,Papéis
SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII SUPREMO,SPMO,Fundo Misto,Indefinido
TELLUS DESENVOLVIMENTO LOGÍSTICO FDO. INVEST. IMOB,FII TELLUS,TELD,Fundo Misto,Fundo de Desenvolvimento
TELLUS MULTIESTRATÉGIA - FDO INV IMOB RESP LTDA,FII TELM,TELM,Fundo Misto,Indefinido
TELLUS PROPERTIES - FDO INV. IMOB,FII TEL PROP,TEPP,Fundo de Tijolo,Lajes Corporativas
TISHMAN SPEYER RENDA CORPORATIVA FDO. INV. IMOB.,FII TISHMAN,TSER,Fundo de Tijolo,Lajes Corporativas
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOB,FII TIVIO RI,TVRI,Fundo de Tijolo,Agências de Bancos
TIVIO SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII V MASTER,VOTS,Fundo de Papel,Papéis
TJK RENDA IMOBILIÁRIA FDO INV IMOB,FII TJK REND,TJKB,Fundo Misto,Indefinido
TORDESILHAS EI FDO. INV. IMOB.,FII TORDE EI,TORD,Fundo Misto,Misto
TRANSINC FDO INV IMOB - FII,FII TRANSINC,TSNC,Fundo de Tijolo,Lajes Corporativas
TREECORP REAL ESTATE FDO INV IMOB - I,FII TREECORP,TCPF,Fundo Misto,Misto
TRX REAL ESTATE FDO. INV. IMOB. - FII,FII TRX REAL,TRXF,Fundo de Tijolo,Imóveis Comerciais - Outros
TRX REAL ESTATE II FDO. INVEST. IMOB.,FII TRX R II,TRXB,Fundo Misto,Fundo de Desenvolvimento
URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII URCA REN,URPR,Fundo de Papel,Papéis
V2 EDIFICIOS CORPORATIVOS FDO INV IMOB - FII,FII V2EDCORP,VVCO,Fundo de Tijolo,Lajes Corporativas
V2 MULTI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII MULT REN,VVMR,Fundo de Tijolo,Lajes Corporativas
V2 RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO I,FII V2 RECE,VVCR,Fundo de Papel,Papéis
V2 RENDA IMOBILIÁRIA FDO DE INV IMOB,FII V2 RENDA,VVRI,Fundo Misto,Indefinido
VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII VALREIII,VGIR,Fundo de Papel,Papéis
VALORA CRI ÍNDICE DE PREÇO FDO INVEST. IMOB. FII,FII VALORAIP,VGIP,Fundo de Papel,Papéis
VALORA HEDGE FUND FDO. INV. IMOB.,FII VALOR HE,VGHF,Fundo Misto,Misto
VALORA RENDA IMOB FUNDO DE INVES IMOB -RESP LIMIT,FII VGRI,VGRI,Fundo Misto,Misto
VBI AGRO - FUNDO DE INVESTIMENTO  IMOBILIÁRIO,FII QUASAR A,QAGR,Fundo Misto,Indefinido
VBI OFFICE FUND II - FDO. INVEST. IMOB.,FII BLUEMAC,BLMO,Fundo de Tijolo,Lajes Corporativas
VBI REITS MULTIESTRATÉGIA FDO. INV. IMOB,FII VBI REIT,RVBI,Fundo de Papel,Fundo de Fundos
VECTIS JUROS REAL FDO INV. IMOB. - FII,FII VECTIS,VCJR,Fundo de Papel,Papéis
VECTIS RENDA RESIDENCIAL FDO. INV. IMOB.,FII VECT REN,VCRR,Fundo de Tijolo,Imóveis Residenciais
VECTOR QUELUZ ATIVOS IMOB FDO INV IMOB,FII VQ LAJES,VLJS,Fundo de Tijolo,Lajes Corporativas
VENUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII VENUS,SALI,Fundo Misto,Misto
